email_id,sender,subject,text,spam
717b02e0-b4cf-469a-bdea-ce7de5807418,manager@teamproject.io,Project Feedback,Can we reschedule our meeting to 3 PM tomorrow?,0
a21b6a1b-c84e-4748-9b3d-b187fe8d0637,billing@onlinewarranty.org,Act Now: Limited Offer!,Lowest prices on meds! No prescription needed. Order now!,1
95ca3d79-20bf-490f-81ce-7cf7aaf3e5ff,hr@company.com,Team Lunch Reminder,Are you attending the team event on Friday?,0
e6fe7bd3-5113-4116-a59e-f951cad4ebce,hr@company.com,Project Feedback,Thanks for your feedback on the latest project.,0
b0e59169-9917-4ff5-a3a9-6fcd7a8dc916,offers@loanexpress.net,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
53888a8a-e1c9-436a-bf8e-9216f0198674,noreply@workfromhome.biz,Act Now: Limited Offer!,Your payment is pending. Click here to confirm your billing information.,1
bb5bc988-6c07-4485-8119-6fd631749320,admin@intranet.local,Updated Document Attached,Happy birthday! Hope you have a wonderful day!,0
9cc4bfec-95c1-45e2-a3da-0137de5b7b99,billing@onlinewarranty.org,Win a Free iPhone,URGENT! Your account has been compromised. Reset your password immediately.,1
a90e1557-00e8-461b-88e9-8d637bc35702,manager@teamproject.io,Team Lunch Reminder,Looking forward to our lunch next week.,0
5854f30e-6ee0-4c06-90bc-9fe05ec44a6e,admin@intranet.local,Schedule for Next Week,Thanks for your feedback on the latest project.,0
2b59b412-0bac-438b-a38f-4fba42d6ea8c,john.smith@business.org,Birthday Wishes,Thanks for your feedback on the latest project.,0
6a7b5fe1-d479-4caa-83a5-a8381434e6c2,john.smith@business.org,Birthday Wishes,Don't forget to submit your timesheet today.,0
a95ccdb1-c6a1-4c8c-9a61-d44272de320e,manager@teamproject.io,Updated Document Attached,Don't forget to submit your timesheet today.,0
810a8983-0bb1-4a3c-8b60-5d7bbbb03c1a,colleague@workmail.com,Birthday Wishes,Please find the attached report for your review.,0
58c75c6f-a61a-4b6f-898c-78038a6b34e5,noreply@workfromhome.biz,Win a Free iPhone,Final notice: Your car warranty is about to expire.,1
7e437099-6a67-4dab-b488-118a0d510609,support@medsshop.com,Act Now: Limited Offer!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
02b8df9f-e922-4f2e-b1c0-93ff0ac06638,colleague@workmail.com,Updated Document Attached,Thanks for your feedback on the latest project.,0
47453ca3-463d-40f3-9119-d67c327d5549,admin@intranet.local,Updated Document Attached,Are you attending the team event on Friday?,0
13f376be-a65a-4a16-9af0-27f2a57272e5,prizes@freegiftcards.com,Your Account is in Danger,This is not a scam! You have been chosen for a free vacation.,1
3f357786-373c-4dff-a5be-3f0132c59449,john.smith@business.org,Project Feedback,Can we reschedule our meeting to 3 PM tomorrow?,0
572b62d4-24a4-4518-9b42-a2f214264048,admin@intranet.local,Team Lunch Reminder,We should finalize the budget by end of this week.,0
3eea6924-9d7f-4f8f-a2dc-4fceeea3f283,jane.doe@company.com,Schedule for Next Week,Can we reschedule our meeting to 3 PM tomorrow?,0
aef34a30-7a7f-4024-9a7f-157845a9ddf0,admin@intranet.local,Schedule for Next Week,Can we reschedule our meeting to 3 PM tomorrow?,0
b9d941c8-7053-478f-9245-cdc87171bfb5,colleague@workmail.com,Schedule for Next Week,Can we reschedule our meeting to 3 PM tomorrow?,0
9aee9c8a-ec57-4ae2-9e6d-879ce2875071,hr@company.com,Project Feedback,We should finalize the budget by end of this week.,0
8b4c6559-843e-4b15-a1d9-f2e8a927af03,noreply@workfromhome.biz,Your Account is in Danger,Final notice: Your car warranty is about to expire.,1
61da0385-cb1e-4faf-ad0a-cf92219ebaa6,hr@company.com,Team Lunch Reminder,Please find the attached report for your review.,0
0f017603-aa06-47af-91b2-1c502f48a957,support@medsshop.com,Earn $$$ from Home,Your payment is pending. Click here to confirm your billing information.,1
de96f0a4-78ff-4be1-87fb-e0208884f1ec,security@banknotice.com,Final Reminder: Update Info,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
ae58c1f9-455c-4d07-a581-0dd9b79a3f5b,noreply@workfromhome.biz,Win a Free iPhone,Get rich quick! Work from home and earn $5000/week.,1
d9818bd1-7314-4e89-8b71-04f5b4051e6b,security@banknotice.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
59a9a1a1-172d-4c75-bb35-d29e48a5d51c,support@medsshop.com,You've Been Selected!,URGENT! Your account has been compromised. Reset your password immediately.,1
e34f9f84-0984-4d51-83cd-9f3d26f7977c,john.smith@business.org,Team Lunch Reminder,Are you attending the team event on Friday?,0
1be986f2-0827-4455-99f6-483a0aa6be3a,noreply@workfromhome.biz,Your Account is in Danger,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
8db4bf2c-604c-45ac-93ec-eacadb03ad9d,jane.doe@company.com,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
1b0d4bf6-c3c1-47db-abaa-86c565f2d62b,john.smith@business.org,Schedule for Next Week,Please find the attached report for your review.,0
b0f86c76-fc21-40e2-ab17-f4afed3c64a1,offers@loanexpress.net,Act Now: Limited Offer!,This is not a scam! You have been chosen for a free vacation.,1
029c9656-155e-4b79-af00-969bd83743a4,colleague@workmail.com,Birthday Wishes,Can we reschedule our meeting to 3 PM tomorrow?,0
6c6826a7-8bd2-4eb3-9858-01d25b856771,hr@company.com,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
9d7f859c-90ba-4e1d-90d6-85c6989f68b9,john.smith@business.org,Meeting Rescheduled,Thanks for your feedback on the latest project.,0
6f842049-1ed0-4a8f-9e83-c34105fbb77b,admin@intranet.local,Birthday Wishes,Looking forward to our lunch next week.,0
6dcddbea-3620-4f6e-96c5-8384f45dd901,manager@teamproject.io,Project Feedback,Let me know if you need help with the presentation.,0
886d658f-2b0f-4304-beed-ac302787629e,billing@onlinewarranty.org,Final Reminder: Update Info,This is not a scam! You have been chosen for a free vacation.,1
3301c14c-42e7-4ac0-ac33-2e4ebfc369fd,billing@onlinewarranty.org,Earn $$$ from Home,Your payment is pending. Click here to confirm your billing information.,1
2ea6ce1d-30ab-410e-9586-6bfda8602ee9,admin@intranet.local,Team Lunch Reminder,We should finalize the budget by end of this week.,0
4c8afba2-7660-4a2d-8084-8afd756380a2,prizes@freegiftcards.com,Act Now: Limited Offer!,Claim your free iPhone by filling out this short survey.,1
093a2bf3-da43-4c73-9dec-8182b615602a,offers@loanexpress.net,Earn $$$ from Home,You have been selected for a limited time loan offer. Apply now!,1
c1a41f5f-6d9d-4d9f-9a9a-0a3e18eb0c59,prizes@freegiftcards.com,You've Been Selected!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
9f8cb79c-d1fa-4748-9504-209ebb39b284,billing@onlinewarranty.org,You've Been Selected!,Claim your free iPhone by filling out this short survey.,1
3da743da-f294-4c11-9a8d-fbe379a94234,hr@company.com,Schedule for Next Week,Are you attending the team event on Friday?,0
59b07761-8836-47d8-bbdd-658a5a025ccf,colleague@workmail.com,Project Feedback,Here's the link to the document you requested.,0
0f902899-bc73-4b40-813b-a00a7ce004f5,hr@company.com,Updated Document Attached,We should finalize the budget by end of this week.,0
cd060ce6-37c5-469c-b102-bceb1ad8bc44,manager@teamproject.io,Team Lunch Reminder,Are you attending the team event on Friday?,0
961befea-8e6a-4276-8b9c-61001eb80ff1,support@medsshop.com,You've Been Selected!,This is not a scam! You have been chosen for a free vacation.,1
1b09af7c-5a36-4310-9513-0dbd98bd4364,noreply@workfromhome.biz,Act Now: Limited Offer!,"Exclusive deal just for you. Don't miss out, click here.",1
0cec51dd-ba94-42a0-a880-18c4de4b93ee,prizes@freegiftcards.com,Final Reminder: Update Info,Your payment is pending. Click here to confirm your billing information.,1
0dbb8ee1-6cf3-46a2-80ed-2e1bf881eb31,support@medsshop.com,You've Been Selected!,Your payment is pending. Click here to confirm your billing information.,1
ee3fde02-6fe7-4aa7-9dc5-4078097faacd,billing@onlinewarranty.org,Win a Free iPhone,"Exclusive deal just for you. Don't miss out, click here.",1
25955285-6dec-419a-88fc-87ed9641078e,prizes@freegiftcards.com,Final Reminder: Update Info,Your payment is pending. Click here to confirm your billing information.,1
1b102be8-f5e2-4a59-8ff0-4cd683b6bc06,security@banknotice.com,Earn $$$ from Home,"Exclusive deal just for you. Don't miss out, click here.",1
9dafe54e-7d8c-4c26-a16b-333cbf2b761c,security@banknotice.com,You've Been Selected!,Get rich quick! Work from home and earn $5000/week.,1
7064e888-5af0-4030-9b74-4b9d76ab7a84,admin@intranet.local,Schedule for Next Week,Here's the link to the document you requested.,0
6be1bf37-09bf-4849-aa76-1acdc10b02d5,manager@teamproject.io,Project Feedback,We should finalize the budget by end of this week.,0
66d0ad89-396b-47ee-b005-fb8bf809a0fb,offers@loanexpress.net,Earn $$$ from Home,Lowest prices on meds! No prescription needed. Order now!,1
0d046360-0924-4576-9722-89d5cb211e5d,hr@company.com,Birthday Wishes,Here's the link to the document you requested.,0
f366e55b-a490-4943-8e9c-0d425e66e2dd,hr@company.com,Meeting Rescheduled,Don't forget to submit your timesheet today.,0
782a85ab-9c09-4886-8d5f-15e015c35fb5,billing@onlinewarranty.org,Earn $$$ from Home,URGENT! Your account has been compromised. Reset your password immediately.,1
45e1810e-6212-4b33-ad67-72b4befca925,john.smith@business.org,Project Feedback,Thanks for your feedback on the latest project.,0
c7d88d9a-ef68-4d16-b95a-ffd6edf11c47,noreply@workfromhome.biz,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
59155e56-5509-44bd-ba12-9a9f667b4308,john.smith@business.org,Team Lunch Reminder,Are you attending the team event on Friday?,0
93e61a9f-a06c-4fb5-97f1-12f4c1e22149,john.smith@business.org,Team Lunch Reminder,Let me know if you need help with the presentation.,0
ac572121-06d8-429f-830f-379ebed9cf93,manager@teamproject.io,Team Lunch Reminder,Thanks for your feedback on the latest project.,0
5441d06f-d6eb-4122-b77f-b99d2c7bfbe8,jane.doe@company.com,Team Lunch Reminder,We should finalize the budget by end of this week.,0
76a5acd9-2d15-4e82-97f5-4717f0ddc17e,security@banknotice.com,Final Reminder: Update Info,URGENT! Your account has been compromised. Reset your password immediately.,1
b942aaba-beab-4393-88a2-f6ba0b548e08,support@medsshop.com,Act Now: Limited Offer!,Final notice: Your car warranty is about to expire.,1
e61df3f4-7edf-408a-ab09-7f6b254c2294,john.smith@business.org,Project Feedback,Looking forward to our lunch next week.,0
1a718566-7458-47e8-8b43-12d1f8a681f1,security@banknotice.com,Final Reminder: Update Info,Get rich quick! Work from home and earn $5000/week.,1
c662ad96-0c16-4ccd-8feb-76e41bac9efc,john.smith@business.org,Schedule for Next Week,Looking forward to our lunch next week.,0
24efd9ea-d3e0-45cc-8a6e-3b3d02f18fc9,security@banknotice.com,Your Account is in Danger,URGENT! Your account has been compromised. Reset your password immediately.,1
ac78c2f6-5675-44af-9597-ce0ba3c34585,jane.doe@company.com,Updated Document Attached,Looking forward to our lunch next week.,0
98db027b-133c-4557-ba3e-1f88c1a4404e,colleague@workmail.com,Meeting Rescheduled,Thanks for your feedback on the latest project.,0
0cca7643-60a0-4a33-9079-848f413718ba,hr@company.com,Project Feedback,Happy birthday! Hope you have a wonderful day!,0
08118ac5-e296-49d1-9698-8c583cfb3266,offers@loanexpress.net,Win a Free iPhone,Claim your free iPhone by filling out this short survey.,1
a8638a7e-5f79-469a-aaf4-f7d59ba962ce,noreply@workfromhome.biz,Act Now: Limited Offer!,You have been selected for a limited time loan offer. Apply now!,1
6c53e952-e1ce-4f39-ba2a-ab7380cf68d0,offers@loanexpress.net,Earn $$$ from Home,"Exclusive deal just for you. Don't miss out, click here.",1
71319341-814b-4461-9140-2832659e317c,colleague@workmail.com,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
6dd64e5c-394e-4e1e-80de-f28162e698f3,john.smith@business.org,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
9aa6f579-8894-4488-9c62-8cc14a0db4e9,prizes@freegiftcards.com,Final Reminder: Update Info,Final notice: Your car warranty is about to expire.,1
9f810b5f-3c0f-4c0d-8fe1-47912d4aaab2,billing@onlinewarranty.org,You've Been Selected!,This is not a scam! You have been chosen for a free vacation.,1
7b4fe355-7b83-4ddf-8dfa-24943c68ae7c,security@banknotice.com,Win a Free iPhone,Your payment is pending. Click here to confirm your billing information.,1
9a955058-ca37-40ac-ab8b-bc90d70b852d,admin@intranet.local,Birthday Wishes,Are you attending the team event on Friday?,0
df6a5078-4dff-4171-a6f6-576f4b8303d8,noreply@workfromhome.biz,Your Account is in Danger,You have been selected for a limited time loan offer. Apply now!,1
690fa3d4-e485-43e2-8754-78336ae8086d,manager@teamproject.io,Project Feedback,We should finalize the budget by end of this week.,0
9f5077d8-6b00-4185-956c-9544a55b2944,manager@teamproject.io,Meeting Rescheduled,Are you attending the team event on Friday?,0
d1b94fa7-e163-4136-8267-0bf7c18f640c,security@banknotice.com,You've Been Selected!,Lowest prices on meds! No prescription needed. Order now!,1
2bef6b9b-3b79-4303-98f8-b29269b72997,offers@loanexpress.net,Win a Free iPhone,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
c1d32ee6-e165-43a4-88c7-00886a0772b0,support@medsshop.com,Final Reminder: Update Info,URGENT! Your account has been compromised. Reset your password immediately.,1
4e00cef5-35db-4047-8401-4b440bc8dcdc,offers@loanexpress.net,Earn $$$ from Home,Get rich quick! Work from home and earn $5000/week.,1
d36af481-f5bb-4230-9c53-dfbe22de874f,billing@onlinewarranty.org,You've Been Selected!,"Exclusive deal just for you. Don't miss out, click here.",1
ee6fc64c-b197-47df-910e-6b07b019acd3,security@banknotice.com,Win a Free iPhone,Claim your free iPhone by filling out this short survey.,1
4168c087-e56b-41cb-ac55-0fcdbeab87df,noreply@workfromhome.biz,Earn $$$ from Home,You have been selected for a limited time loan offer. Apply now!,1
1d5ceafe-da40-4fc0-99b0-b96427674990,offers@loanexpress.net,Earn $$$ from Home,Claim your free iPhone by filling out this short survey.,1
c536488e-b5cd-4ef0-8386-e5630a18fa71,security@banknotice.com,Final Reminder: Update Info,URGENT! Your account has been compromised. Reset your password immediately.,1
f37bec9e-fda4-4f4b-a6db-390b0058169c,prizes@freegiftcards.com,You've Been Selected!,Final notice: Your car warranty is about to expire.,1
cc8f48e4-b376-47a6-9ce4-ac47dc1046ef,colleague@workmail.com,Schedule for Next Week,Thanks for your feedback on the latest project.,0
b0b7e723-9d74-495d-9c4c-8529c23bb3e4,billing@onlinewarranty.org,Act Now: Limited Offer!,Lowest prices on meds! No prescription needed. Order now!,1
d41f1249-11b5-48d3-962d-2aae32c3535f,billing@onlinewarranty.org,Your Account is in Danger,Your payment is pending. Click here to confirm your billing information.,1
c6751f8b-1562-42b8-9b79-73be50ea93f7,offers@loanexpress.net,Win a Free iPhone,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
f72cf311-94f0-4380-9cbf-bd682797650d,jane.doe@company.com,Project Feedback,Can we reschedule our meeting to 3 PM tomorrow?,0
8878f842-b7a8-48c8-a2a9-8d40412e16c5,prizes@freegiftcards.com,Your Account is in Danger,Claim your free iPhone by filling out this short survey.,1
b7865562-dca4-4b0a-9ddc-e507ad1e69e3,noreply@workfromhome.biz,Your Account is in Danger,"Exclusive deal just for you. Don't miss out, click here.",1
a5da82c4-18e0-42d8-ba83-2032d949805e,security@banknotice.com,Final Reminder: Update Info,You have been selected for a limited time loan offer. Apply now!,1
e80d68de-7cd8-4f97-9eb7-59bf632aea96,prizes@freegiftcards.com,Act Now: Limited Offer!,This is not a scam! You have been chosen for a free vacation.,1
64f61770-6f55-46b1-b13f-351fc4dc0d12,john.smith@business.org,Birthday Wishes,Don't forget to submit your timesheet today.,0
61d30f9a-2b3c-4367-b994-fcd5c7193073,jane.doe@company.com,Schedule for Next Week,Please find the attached report for your review.,0
52158cbf-8135-4751-809d-1474ee7dea6f,admin@intranet.local,Birthday Wishes,We should finalize the budget by end of this week.,0
4243a0c9-7311-444c-a74f-feeb87185a4d,security@banknotice.com,Your Account is in Danger,"Exclusive deal just for you. Don't miss out, click here.",1
75a4260a-2efc-4913-a075-dd8f4334d5b7,hr@company.com,Team Lunch Reminder,Looking forward to our lunch next week.,0
f1af2bd0-e293-4b40-9a46-11a76f473e0c,hr@company.com,Schedule for Next Week,Happy birthday! Hope you have a wonderful day!,0
77ca2655-3df8-4d07-8091-da9591d814b5,manager@teamproject.io,Meeting Rescheduled,Thanks for your feedback on the latest project.,0
3ab02204-5de4-4295-a8fb-5697ca0cb8ff,admin@intranet.local,Schedule for Next Week,Please find the attached report for your review.,0
6a2936ce-d8e7-43c7-8aa9-fd2d729e7ef8,noreply@workfromhome.biz,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
e51acfe4-64f6-44e9-9c3a-83895cd77a1d,noreply@workfromhome.biz,Act Now: Limited Offer!,You have been selected for a limited time loan offer. Apply now!,1
ac22882c-e3bc-420c-be26-1d335b489f68,jane.doe@company.com,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
33f74f3e-e303-48ed-a9e1-dbb7605a1775,billing@onlinewarranty.org,Act Now: Limited Offer!,You have been selected for a limited time loan offer. Apply now!,1
1f883de4-92c6-4e9d-b443-6d90a2db9396,prizes@freegiftcards.com,You've Been Selected!,Final notice: Your car warranty is about to expire.,1
c48827bc-eb82-4e6d-8d1a-97a2a72b4a15,jane.doe@company.com,Schedule for Next Week,Don't forget to submit your timesheet today.,0
66b8676c-9f8d-490e-805b-a41ea1430b16,billing@onlinewarranty.org,Win a Free iPhone,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
ceb26558-9124-4a90-831b-0f02a8f74690,security@banknotice.com,You've Been Selected!,Claim your free iPhone by filling out this short survey.,1
af072e60-1bd8-4145-89b1-44ce73980872,manager@teamproject.io,Team Lunch Reminder,Please find the attached report for your review.,0
aae60639-3503-4022-9014-ba5a66855b4a,hr@company.com,Schedule for Next Week,Are you attending the team event on Friday?,0
e63e357f-e6e6-445f-9f2e-4a6cd33b7567,billing@onlinewarranty.org,Final Reminder: Update Info,Lowest prices on meds! No prescription needed. Order now!,1
80ab9b3c-1a1c-45f3-9d00-bb6a83867acd,noreply@workfromhome.biz,Earn $$$ from Home,Final notice: Your car warranty is about to expire.,1
312e83cb-72ba-4f4b-97d6-911514f48248,john.smith@business.org,Schedule for Next Week,Are you attending the team event on Friday?,0
b148a6cc-1b24-4e93-b419-e52ee647c375,jane.doe@company.com,Team Lunch Reminder,Thanks for your feedback on the latest project.,0
c66c4034-a0b2-4235-8118-53b5dc94d87d,prizes@freegiftcards.com,Win a Free iPhone,"Exclusive deal just for you. Don't miss out, click here.",1
0f337404-8b38-4a0f-8cd0-ebea38f77727,prizes@freegiftcards.com,Win a Free iPhone,This is not a scam! You have been chosen for a free vacation.,1
9ff20ae3-0984-423d-840f-7998323b988e,noreply@workfromhome.biz,You've Been Selected!,This is not a scam! You have been chosen for a free vacation.,1
271dd1a1-4a25-4e36-a773-0f48730a5509,jane.doe@company.com,Meeting Rescheduled,Are you attending the team event on Friday?,0
39e86b31-9404-485b-83ed-08af77f686d8,prizes@freegiftcards.com,Earn $$$ from Home,"Exclusive deal just for you. Don't miss out, click here.",1
1c324310-2463-447b-be7c-6682573b9fe1,prizes@freegiftcards.com,Win a Free iPhone,"Exclusive deal just for you. Don't miss out, click here.",1
594c3022-0aee-4e1b-90b2-d7693327fc48,hr@company.com,Schedule for Next Week,Thanks for your feedback on the latest project.,0
58a3e449-2079-410d-b0cc-18b46c91f2de,offers@loanexpress.net,You've Been Selected!,Get rich quick! Work from home and earn $5000/week.,1
0a5b49f4-e8be-4b5f-b084-9a0ebbcfacf8,prizes@freegiftcards.com,Win a Free iPhone,Your payment is pending. Click here to confirm your billing information.,1
d6da1b0c-0cf9-4696-b5da-e23057fcc518,manager@teamproject.io,Schedule for Next Week,Let me know if you need help with the presentation.,0
c194133c-243d-4e89-8ffc-656e25adca0e,jane.doe@company.com,Schedule for Next Week,Happy birthday! Hope you have a wonderful day!,0
7c907f71-53dd-4987-9e20-e46b4ffb95ae,john.smith@business.org,Birthday Wishes,Let me know if you need help with the presentation.,0
e586eb67-c0eb-4d3a-b0fd-8e8d98aea582,hr@company.com,Updated Document Attached,Here's the link to the document you requested.,0
91bdd741-29cc-4628-8b33-63710d337863,jane.doe@company.com,Birthday Wishes,Here's the link to the document you requested.,0
b79bd491-b9b7-4712-9241-13f4cbefc556,jane.doe@company.com,Meeting Rescheduled,Are you attending the team event on Friday?,0
486b8d46-5716-4904-a18a-b81804539103,security@banknotice.com,Final Reminder: Update Info,Lowest prices on meds! No prescription needed. Order now!,1
9433a2a8-24c0-4c42-b3c1-09c7861e3271,prizes@freegiftcards.com,You've Been Selected!,Claim your free iPhone by filling out this short survey.,1
6e99f7bb-4495-4d02-981b-cf9d1f95e33e,noreply@workfromhome.biz,Final Reminder: Update Info,Your payment is pending. Click here to confirm your billing information.,1
be034273-3068-49cf-bab9-645d0be6197d,offers@loanexpress.net,Your Account is in Danger,Lowest prices on meds! No prescription needed. Order now!,1
56096d39-94d3-4551-84e5-610917c5cca0,prizes@freegiftcards.com,Final Reminder: Update Info,Get rich quick! Work from home and earn $5000/week.,1
696e105f-ca5b-4bd6-ab59-7aba86140276,john.smith@business.org,Meeting Rescheduled,Here's the link to the document you requested.,0
2b7e0748-cdb7-44e0-8cdd-d298c9cdc371,jane.doe@company.com,Project Feedback,We should finalize the budget by end of this week.,0
c8766bc5-5f1d-412a-ae68-7c94cea372f2,offers@loanexpress.net,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
88c39b5e-0433-4ada-bd3f-5cf7ed7e8f2f,colleague@workmail.com,Meeting Rescheduled,Don't forget to submit your timesheet today.,0
5e876d45-11d7-417f-b3d8-2ecc973a75c5,security@banknotice.com,Earn $$$ from Home,Claim your free iPhone by filling out this short survey.,1
ca99b699-f4f7-4b8b-91ca-3850829045ed,prizes@freegiftcards.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
b96f7872-a4cd-48e5-9c03-36629b5f9d4a,manager@teamproject.io,Schedule for Next Week,We should finalize the budget by end of this week.,0
30d3bddc-015b-4bef-8476-7794d998d1ef,manager@teamproject.io,Schedule for Next Week,Are you attending the team event on Friday?,0
55addf85-0e15-4370-a526-f4ff5c9ba688,colleague@workmail.com,Meeting Rescheduled,Happy birthday! Hope you have a wonderful day!,0
89473802-9920-4b75-aa61-8516b6ee67bf,jane.doe@company.com,Birthday Wishes,Can we reschedule our meeting to 3 PM tomorrow?,0
182eb32f-1896-4f92-a1a1-c26b5a33f4cc,security@banknotice.com,Win a Free iPhone,This is not a scam! You have been chosen for a free vacation.,1
f4ae74a2-3840-4ab2-9342-e82a4f8305c8,john.smith@business.org,Birthday Wishes,Are you attending the team event on Friday?,0
556d9f39-43ad-4af1-8957-b5b3af6753a8,support@medsshop.com,Earn $$$ from Home,You have been selected for a limited time loan offer. Apply now!,1
e956fd88-b0e0-4550-9036-ccdf2f8171cc,colleague@workmail.com,Updated Document Attached,Don't forget to submit your timesheet today.,0
5e8c0233-ed17-4af4-888d-0bc5d87e65a8,colleague@workmail.com,Project Feedback,Please find the attached report for your review.,0
ccad0a4d-e98f-4e49-a610-7e40fe30b397,support@medsshop.com,Win a Free iPhone,"Exclusive deal just for you. Don't miss out, click here.",1
579f1a20-8bd8-4d97-acd8-7dddda9f9bf0,offers@loanexpress.net,You've Been Selected!,You have been selected for a limited time loan offer. Apply now!,1
74a600b1-b90c-4db3-b344-83b4e65372ea,support@medsshop.com,You've Been Selected!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
d3376213-020e-4c76-8606-f8d9f8deb23f,support@medsshop.com,Your Account is in Danger,You have been selected for a limited time loan offer. Apply now!,1
19d66763-e096-476c-9f0c-9edf7c7c7b2d,colleague@workmail.com,Updated Document Attached,Don't forget to submit your timesheet today.,0
b76598a9-b158-4faa-8ea3-3f0567d19401,manager@teamproject.io,Updated Document Attached,Looking forward to our lunch next week.,0
